Time,Body,Position
1416960.0,Earth,152006479356.683
1416960.0,Neptune,4558857526300.348
1416960.0, Mars,249062001840.14612
1416960.0,Saturn,1506523723266.0498
1416960.0,Jupiter,816353543386.0023
1416960.0,Uranus,3001389262866.912
1494720.0,Mercury,63801216378.03518
1494720.0,Venus,108861571884.8141
1494720.0,Earth,151996004555.4192
1494720.0,Neptune,4558857517989.442
1494720.0, Mars,249039586999.66132
1494720.0,Saturn,1506523353762.5925
1494720.0,Jupiter,816352477025.3914
1494720.0,Uranus,3001389179742.3486
1572480.0,Mercury,63186805631.67591
1572480.0,Venus,108853264724.24236
1572480.0,Earth,151984985738.04858
1572480.0,Neptune,4558857509234.638
1572480.0, Mars,249015980564.63614
1572480.0,Saturn,1506522964524.422
1572480.0,Jupiter,816351353716.5765
1572480.0,Uranus,3001389092177.9497
1650240.0,Mercury,62548090250.84247
1650240.0,Venus,108844571480.2176
1650240.0,Earth,151973425306.8433
1650240.0,Neptune,4558857500035.9375
1650240.0, Mars,248991183416.39957
1650240.0,Saturn,1506522555551.7534
1650240.0,Jupiter,816350173460.9229
1650240.0,Uranus,3001389000173.723
1728000.0,Mercury,61886416964.77356
1728000.0,Venus,108835497338.80434
1728000.0,Earth,151961325781.48895
1728000.0,Neptune,4558857490393.341
1728000.0, Mars,248965196481.22
1728000.0,Saturn,1506522126844.812
1728000.0,Jupiter,816348936259.864
1728000.0,Uranus,3001388903729.6777
1805760.0,Mercury,61203286464.586006
1805760.0,Venus,108826047719.54303
1805760.0,Earth,151948689798.6109
1805760.0,Neptune,4558857480306.85
1805760.0, Mars,248938020730.3493
1805760.0,Saturn,1506521678403.834
1805760.0,Jupiter,816347642114.9028
1805760.0,Uranus,3001388802845.8223
1892160.0,Mercury,60421363394.97218
1892160.0,Venus,108815116692.98567
1892160.0,Earth,151934024533.45087
1892160.0,Neptune,4558857468579.021
1892160.0, Mars,248906432548.2493
1892160.0,Saturn,1506521156991.5317
1892160.0,Jupiter,816346137392.1453
1892160.0,Uranus,3001388685545.4766
1978560.0,Mercury,59617636043.50322
1978560.0,Venus,108803740222.05516
1978560.0,Earth,151918704893.56628
1978560.0,Neptune,4558857456303.179
1978560.0, Mars,248873379454.85913
1978560.0,Saturn,1506520611216.8877
1978560.0,Jupiter,816344562372.5969
1978560.0,Uranus,3001388562763.9097
2056320.0,Mercury,58877764161.867424
2056320.0,Venus,108793125751.70407
2056320.0,Earth,151904360645.65103
2056320.0,Neptune,4558857444786.37
2056320.0, Mars,248842380290.40833
2056320.0,Saturn,1506520099190.206
2056320.0,Jupiter,816343084752.9773
2056320.0,Uranus,3001388447574.066
2134080.0,Mercury,58124830223.36403
2134080.0,Venus,108782161188.27751
2134080.0,Earth,151889492350.3137
2134080.0,Neptune,4558857432825.673
2134080.0, Mars,248810196908.16183
2134080.0,Saturn,1506519567430.6057
2134080.0,Jupiter,816341550196.5579
2134080.0,Uranus,3001388327944.4546
2220480.0,Mercury,57276358981.25695
2220480.0,Venus,108769577888.36882
2220480.0,Earth,151872361929.59018
2220480.0,Neptune,4558857419015.401
2220480.0, Mars,248773050338.70206
2220480.0,Saturn,1506518953443.4229
2220480.0,Jupiter,816339778358.6721
2220480.0,Uranus,3001388189815.543
2298240.0,Mercury,56504659056.23232
2298240.0,Venus,108757898865.27922
2298240.0,Earth,151856398593.67584
2298240.0,Neptune,4558857406117.612
2298240.0, Mars,248738370997.2482
2298240.0,Saturn,1506518380026.4185
2298240.0,Jupiter,816338123608.6455
2298240.0,Uranus,3001388060813.1265
2376000.0,Mercury,55728761617.20447
2376000.0,Venus,108745890943.08913
2376000.0,Earth,151839921661.17004
2376000.0,Neptune,4558857392775.938
2376000.0, Mars,248702511342.06857
2376000.0,Saturn,1506517786877.4417
2376000.0,Jupiter,816336411927.8357
2376000.0,Uranus,3001387927370.977
2453760.0,Mercury,54952094632.78837
2453760.0,Venus,108733561363.39511
2453760.0,Earth,151822934723.83945
2453760.0,Neptune,4558857378990.385
2453760.0, Mars,248665472721.42566
2453760.0,Saturn,1506517173996.8193
2453760.0,Jupiter,816334643318.3176
2453760.0,Uranus,3001387789489.1084
2531520.0,Mercury,54178389389.5552
2531520.0,Venus,108720917570.42859
2531520.0,Earth,151805441485.69788
2531520.0,Neptune,4558857364760.95
2531520.0, Mars,248627256529.1359
2531520.0,Saturn,1506516541384.8884
2531520.0,Jupiter,816332817782.2343
2531520.0,Uranus,3001387647167.533
2617920.0,Mercury,53327510049.24811
2617920.0,Venus,108706511918.3989
2617920.0,Earth,151785416030.45392
2617920.0,Neptune,4558857348429.871
2617920.0, Mars,248583414942.79654
2617920.0,Saturn,1506515815341.5176
2617920.0,Jupiter,816330722646.0771
2617920.0,Uranus,3001387483825.402
2704320.0,Mercury,52491392474.403244
2704320.0,Venus,108691741616.93867
2704320.0,Earth,151764776196.3369
2704320.0,Neptune,4558857331550.798
2704320.0, Mars,248538123430.88907
2704320.0,Saturn,1506515064939.435
2704320.0,Jupiter,816328557236.2012
2704320.0,Uranus,3001387315002.186
2782080.0,Mercury,51756461240.87082
2782080.0,Venus,108678143799.27109
2782080.0,Earth,151745679075.0439
2782080.0,Neptune,4558857315891.099
2782080.0, Mars,248496122938.2474
2782080.0,Saturn,1506514368751.2747
2782080.0,Jupiter,816326548285.6759
2782080.0,Uranus,3001387158374.9805
2859840.0,Mercury,51043608991.43916
2859840.0,Venus,108664265330.44716
2859840.0,Earth,151726092516.0087
2859840.0,Neptune,4558857299787.527
2859840.0, Mars,248452951263.0141
2859840.0,Saturn,1506513652833.3481
2859840.0,Jupiter,816324482418.388
2859840.0,Uranus,3001386997308.1265
2946240.0,Mercury,50284276085.979645
2946240.0,Venus,108648528207.75215
2946240.0,Earth,151703761534.77722
2946240.0,Neptune,4558857281374.085
2946240.0, Mars,248403611336.3399
2946240.0,Saturn,1506512834229.6243
2946240.0,Jupiter,816322120259.4375
2946240.0,Uranus,3001386813137.9775
3024000.0,Mercury,49635637938.878624
3024000.0,Venus,108634087899.42467
3024000.0,Earth,151683156416.9436
3024000.0,Neptune,4558857264333.46
3024000.0, Mars,248357972621.06467
3024000.0,Saturn,1506512076661.2783
3024000.0,Jupiter,816319934242.9382
3024000.0,Uranus,3001386642698.581
3101760.0,Mercury,49025967995.927704
3101760.0,Venus,108619393733.9826
3101760.0,Earth,151662075534.20013
3101760.0,Neptune,4558857246848.971
3101760.0, Mars,248311167955.2992
3101760.0,Saturn,1506511299364.4248
3101760.0,Jupiter,816317691317.6772
3101760.0,Uranus,3001386467819.5835
3179520.0,Mercury,48460893490.20292
3179520.0,Venus,108604454669.27895
3179520.0,Earth,151640523502.54575
3179520.0,Neptune,4558857228920.62
3179520.0, Mars,248263199115.8318
3179520.0,Saturn,1506510502339.49
3179520.0,Jupiter,816315391486.3663
3179520.0,Uranus,3001386288501.001
3257280.0,Mercury,47945979083.82223
3257280.0,Venus,108589279823.00006
3257280.0,Earth,151618505044.41248
3257280.0,Neptune,4558857210548.41
3257280.0, Mars,248214067925.86224
3257280.0,Saturn,1506509685586.9114
3257280.0,Jupiter,816313034751.7856
3257280.0,Uranus,3001386104742.8496
3343680.0,Mercury,47439629026.902336
3343680.0,Venus,108572156005.48514
3343680.0,Earth,151593499657.87912
3343680.0,Neptune,4558857189614.2705
3343680.0, Mars,248158116990.51605
3343680.0,Saturn,1506508754947.2415
3343680.0,Jupiter,816310349423.2399
3343680.0,Uranus,3001385895360.2456
3421440.0,Mercury,47048107910.12194
3421440.0,Venus,108556516790.76833
3421440.0,Earth,151570513016.44818
3421440.0,Neptune,4558857170305.031
3421440.0, Mars,248106538184.10464
3421440.0,Saturn,1506507896548.9033
3421440.0,Jupiter,816307872569.0748
3421440.0,Uranus,3001385702229.728
3499200.0,Mercury,46722287265.00491
3499200.0,Venus,108540671122.14043
3499200.0,Earth,151547075312.9823
3499200.0,Neptune,4558857150551.939
3499200.0, Mars,248053802997.35733
3499200.0,Saturn,1506507018424.349
3499200.0,Jupiter,816305338820.7225
3499200.0,Uranus,3001385504659.696
3576960.0,Mercury,46466112570.55564
3576960.0,Venus,108524628716.70068
3576960.0,Earth,151523191699.5928
3576960.0,Neptune,4558857130354.999
3576960.0, Mars,247999913445.44354
3576960.0,Saturn,1506506120574.0603
3576960.0,Jupiter,816302748181.2423
3576960.0,Uranus,3001385302650.167
3654720.0,Mercury,46282788900.6866
3654720.0,Venus,108508399423.59358
3654720.0,Earth,151498867430.9371
3654720.0,Neptune,4558857109714.213
3654720.0, Mars,247944871590.52734
3654720.0,Saturn,1506505202998.5283
3654720.0,Jupiter,816300100653.7611
3654720.0,Uranus,3001385096201.16
3741120.0,Mercury,46167587069.870186
3741120.0,Venus,108490162261.47546
3741120.0,Earth,151471330948.86307
3741120.0,Neptune,4558857086259.447
3741120.0, Mars,247882365353.1045
3741120.0,Saturn,1506504160336.2375
3741120.0,Jupiter,816297092240.3602
3741120.0,Uranus,3001384861606.6025
3818880.0,Mercury,46144896388.735306
3818880.0,Venus,108473574108.05481
3818880.0,Earth,151446094635.19098
3818880.0,Neptune,4558857064681.661
3818880.0, Mars,247824897880.8543
3818880.0,Saturn,1506503201120.1924
3818880.0,Jupiter,816294324626.6682
3818880.0,Uranus,3001384645785.427
3896640.0,Mercury,46199208315.558014
3896640.0,Venus,108456830486.64026
3896640.0,Earth,151420434660.45645
3896640.0,Neptune,4558857042660.037
3896640.0, Mars,247766284823.09988
3896640.0,Saturn,1506502222180.5012
3896640.0,Jupiter,816291500135.137
3896640.0,Uranus,3001384425524.833
3974400.0,Mercury,46329810213.61988
3974400.0,Venus,108439941725.94713
3974400.0,Earth,151394356691.86774
3974400.0,Neptune,4558857020194.578
3974400.0, Mars,247706528436.5253
3974400.0,Saturn,1506501223517.6987
3974400.0,Jupiter,816288618769.1721
3974400.0,Uranus,3001384200824.8413
4052160.0,Mercury,46535006263.40157
4052160.0,Venus,108422918256.30278
4052160.0,Earth,151367866494.727
4052160.0,Neptune,4558856997285.286
4052160.0, Mars,247645631025.46582
4052160.0,Saturn,1506500205132.331
4052160.0,Jupiter,816285680532.2467
4052160.0,Uranus,3001383971685.4727
4138560.0,Mercury,46847226507.21459
4138560.0,Venus,108403860591.81313
4138560.0,Earth,151337957426.71265
4138560.0,Neptune,4558856971309.978
4138560.0, Mars,247576632165.78937
4138560.0,Saturn,1506499050462.3193
4138560.0,Jupiter,816282349128.7968
4138560.0,Uranus,3001383711879.5225
4216320.0,Mercury,47200565102.38274
4216320.0,Venus,108386590200.44904
4216320.0,Earth,151310616855.71786
4216320.0,Neptune,4558856947463.719
4216320.0, Mars,247513333746.20804
4216320.0,Saturn,1506497990442.2693
4216320.0,Jupiter,816279290842.7716
4216320.0,Uranus,3001383473368.2046
4294080.0,Mercury,47617806451.46034
4294080.0,Venus,108369218128.1785
4294080.0,Earth,151282882609.31223
4294080.0,Neptune,4558856923173.636
4294080.0, Mars,247448901777.40833
4294080.0,Saturn,1506496910701.419
4294080.0,Jupiter,816276175697.0243
4294080.0,Uranus,3001383230417.575
4380480.0,Mercury,48150357281.6234
4380480.0,Venus,108349812196.21664
4380480.0,Earth,151251613410.61987
4380480.0,Neptune,4558856895664.127
4380480.0, Mars,247375984597.61978
4380480.0,Saturn,1506495687860.7595
4380480.0,Jupiter,816272647741.6763
4380480.0,Uranus,3001382955265.86
4458240.0,Mercury,48686569981.86921
4458240.0,Venus,108332263747.74539
4458240.0,Earth,151223068927.87442
4458240.0,Neptune,4558856870437.098
4458240.0, Mars,247309167893.3513
4458240.0,Saturn,1506494566489.0608
4458240.0,Jupiter,816269412571.2457
4458240.0,Uranus,3001382702943.4253
4536000.0,Mercury,49270677930.37744
4536000.0,Venus,108314647370.94208
4536000.0,Earth,151194150232.9608
4536000.0,Neptune,4558856844766.255
4536000.0, Mars,247241225581.95395
4536000.0,Saturn,1506493425398.4287
4536000.0,Jupiter,816266120552.9856
4536000.0,Uranus,3001382446181.75
4613760.0,Mercury,49897076411.95932
4613760.0,Venus,108296974036.59148
4613760.0,Earth,151164863770.0797
4613760.0,Neptune,4558856818651.6045
4613760.0, Mars,247172160316.12024
4613760.0,Saturn,1506492264589.4849
4613760.0,Jupiter,816262771690.8578
4613760.0,Uranus,3001382184980.8574
4691520.0,Mercury,50560142440.3119
4691520.0,Venus,108279254763.58298
4691520.0,Earth,151135216073.11063
4691520.0,Neptune,4558856792093.147
4691520.0, Mars,247101974797.3909
4691520.0,Saturn,1506491084062.8618
4691520.0,Jupiter,816259365988.8912
4691520.0,Uranus,3001381919340.771
4777920.0,Mercury,51332856072.67246
4777920.0,Venus,108259528796.14066
4777920.0,Earth,151101859472.4751
4777920.0,Neptune,4558856762063.243
4777920.0, Mars,247022680709.5211
4777920.0,Saturn,1506489749241.7368
4777920.0,Jupiter,816255515217.0775
4777920.0,Uranus,3001381618978.687
4855680.0,Mercury,52055445503.96565
4855680.0,Venus,108241751718.79546
4855680.0,Earth,151071471546.95007
4855680.0,Neptune,4558856734567.875
4855680.0, Mars,246950139343.85373
4855680.0,Saturn,1506488527091.0298
4855680.0,Jupiter,816251989533.5383
4855680.0,Uranus,3001381343967.049
4933440.0,Mercury,52798030774.31044
4933440.0,Venus,108223963213.46922
4933440.0,Earth,151040743275.6753
4933440.0,Neptune,4558856706628.713
4933440.0, Mars,246876486444.17786
4933440.0,Saturn,1506487285224.677
4933440.0,Jupiter,816248407023.1279
4933440.0,Uranus,3001381064516.2935
5028480.0,Mercury,53725013415.891525
5028480.0,Venus,108202228704.48364
5028480.0,Earth,151002736559.1986
5028480.0,Neptune,4558856671878.168
5028480.0, Mars,246784961842.2336
5028480.0,Saturn,1506485740614.711
5028480.0,Jupiter,816243951234.5244
5028480.0,Uranus,3001380716936.977
5106240.0,Mercury,54495186760.06537
5106240.0,Venus,108184461255.88748
5106240.0,Earth,150971277970.63177
5106240.0,Neptune,4558856642952.809
5106240.0, Mars,246708849427.30576
5106240.0,Saturn,1506484454938.2566
5106240.0,Jupiter,816240242457.942
5106240.0,Uranus,3001380427621.608
5184000.0,Mercury,55270666432.46844
5184000.0,Venus,108166718310.80716
5184000.0,Earth,150939501535.22397
5184000.0,Neptune,4558856613583.667
5184000.0, Mars,246631635013.84818
5184000.0,Saturn,1506483149548.3696
5184000.0,Jupiter,816236476868.6079
5184000.0,Uranus,3001380133867.205
5261760.0,Mercury,56047538220.723015
5261760.0,Venus,108149011023.58524
5261760.0,Earth,150907414407.9842
5261760.0,Neptune,4558856583770.746
5261760.0, Mars,246553321666.54697
5261760.0,Saturn,1506481824445.759
5261760.0,Jupiter,816232654471.046
5261760.0,Uranus,3001379835673.794
5339520.0,Mercury,56822195990.411354
5339520.0,Venus,108131350538.49228
5339520.0,Earth,150875023823.439
5339520.0,Neptune,4558856553514.05
5339520.0, Mars,246473912500.30847
5339520.0,Saturn,1506480479631.1436
5339520.0,Jupiter,816228775269.8486
5339520.0,Uranus,3001379533041.402
5417280.0,Mercury,57591332793.69802
5417280.0,Venus,108113747982.59363
5417280.0,Earth,150842337094.30093
5417280.0,Neptune,4558856522813.582
5417280.0, Mars,246393410680.43365
5417280.0,Saturn,1506479115105.2534
5417280.0,Jupiter,816224839269.6749
5417280.0,Uranus,3001379225970.0566
5495040.0,Mercury,58351928078.36263
5495040.0,Venus,108096214458.59792
5495040.0,Earth,150809361610.11353
5495040.0,Neptune,4558856491669.349
5495040.0, Mars,246311819422.79446
5495040.0,Saturn,1506477730868.8281
5495040.0,Jupiter,816220846475.2523
5495040.0,Uranus,3001378914459.7856
5572800.0,Mercury,59101232289.27099
5572800.0,Venus,108078761037.69307
5572800.0,Earth,150776104835.87177
5572800.0,Neptune,4558856460081.351
5572800.0, Mars,246229141994.0122
5572800.0,Saturn,1506476326922.6187
5572800.0,Jupiter,816216796891.375
5572800.0,Uranus,3001378598510.617
5650560.0,Mercury,59836749900.71754
5650560.0,Venus,108061398752.37392
5650560.0,Earth,150742574310.61877
5650560.0,Neptune,4558856428049.594
5650560.0, Mars,246145381711.63727
5650560.0,Saturn,1506474903267.3853
5650560.0,Jupiter,816212690522.9048
5650560.0,Uranus,3001378278122.5796
5728320.0,Mercury,60556221691.157524
5728320.0,Venus,108044138589.26715
5728320.0,Earth,150708777646.0182
5728320.0,Neptune,4558856395574.083
5728320.0, Mars,246060541944.33154
5728320.0,Saturn,1506473459903.8997
5728320.0,Jupiter,816208527374.7715
5728320.0,Uranus,3001377953295.702
5806080.0,Mercury,61257606876.593666
5806080.0,Venus,108026991481.95764
5806080.0,Earth,150674722524.90295
5806080.0,Neptune,4558856362654.821
5806080.0, Mars,245974626112.05206
5806080.0,Saturn,1506471996832.9429
5806080.0,Jupiter,816204307451.972
5806080.0,Uranus,3001377624030.013
5892480.0,Mercury,62013297465.9119
5892480.0,Venus,108008087488.7427
5892480.0,Earth,150636590800.90863
5892480.0,Neptune,4558856325557.42
5892480.0, Mars,245877906679.00653
5892480.0,Saturn,1506470348085.8264
5892480.0,Jupiter,816199552068.0636
5892480.0,Uranus,3001377252973.2715
5970240.0,Mercury,62670717348.4091
5970240.0,Venus,107991217538.79654
5970240.0,Earth,150602016124.66885
5970240.0,Neptune,4558856291701.365
5970240.0, Mars,245789730656.9817
5970240.0,Saturn,1506468843412.8267
5970240.0,Jupiter,816195212304.4559
5970240.0,Uranus,3001376914336.858
6048000.0,Mercury,63304911411.222206
6048000.0,Venus,107974494239.58073
6048000.0,Earth,150567207332.62695
6048000.0,Neptune,4558856257401.573
6048000.0, Mars,245700489539.8977
6048000.0,Saturn,1506467319034.8533
6048000.0,Jupiter,816190815782.1602
6048000.0,Uranus,3001376571261.7275
6134400.0,Mercury,63980583569.826355
6134400.0,Venus,107956100240.43134
6134400.0,Earth,150528267013.62
6134400.0,Neptune,4558856218770.265
6134400.0, Mars,245600088425.31354
6134400.0,Saturn,1506465602171.7983
6134400.0,Jupiter,816185864195.6073
6134400.0,Uranus,3001376184861.273
6212160.0,Mercury,64561609107.85025
6212160.0,Venus,107939724232.42572
6212160.0,Earth,150492990728.87534
6212160.0,Neptune,4558856183533.708
6212160.0, Mars,245508610808.1225
6212160.0,Saturn,1506464036197.1597
6212160.0,Jupiter,816181347866.9246
6212160.0,Uranus,3001375832415.619
6289920.0,Mercury,65115739989.5167
6289920.0,Venus,107923527666.99573
6289920.0,Earth,150457505297.1413
6289920.0,Neptune,4558856147853.429
6289920.0, Mars,245416079569.76987
6289920.0,Saturn,1506462450520.1448
6289920.0,Jupiter,816176774796.1853
6289920.0,Uranus,3001375475531.345
6376320.0,Mercury,65698649739.25823
6376320.0,Venus,107905756992.66801
6376320.0,Earth,150417842690.05545
6376320.0,Neptune,4558856107688.262
6376320.0, Mars,245312036437.60486
6376320.0,Saturn,1506460665550.1292
6376320.0,Jupiter,816171627064.4796
6376320.0,Uranus,3001375073787.5137
6454080.0,Mercury,66193086298.13372
6454080.0,Venus,107889975932.01726
6454080.0,Earth,150381943103.80026
6454080.0,Neptune,4558856071071.248
6454080.0, Mars,245217293458.8983
6454080.0,Saturn,1506459038282.037
6454080.0,Jupiter,816166934223.1544
6454080.0,Uranus,3001374707532.9263
6531840.0,Mercury,66658045341.160286
6531840.0,Venus,107874406090.6673
6531840.0,Earth,150345859919.33386
6531840.0,Neptune,4558856034010.524
6531840.0, Mars,245121508842.75726
6531840.0,Saturn,1506457391314.2654
6531840.0,Jupiter,816162184657.0579
6531840.0,Uranus,3001374336839.82
6609600.0,Mercury,67092877328.541664
6609600.0,Venus,107859057433.17226
6609600.0,Earth,150309601463.79755
6609600.0,Neptune,4558855996506.097
6609600.0, Mars,245024686550.3544
6609600.0,Saturn,1506455724647.7024
6609600.0,Jupiter,816157378371.8846
6609600.0,Uranus,3001373961708.228
6687360.0,Mercury,67497006771.61387
6687360.0,Venus,107843939791.51437
6687360.0,Earth,150273176117.39166
6687360.0,Neptune,4558855958557.971
6687360.0, Mars,244926830596.35605
6687360.0,Saturn,1506454038283.2454
6687360.0,Jupiter,816152515373.3975
6687360.0,Uranus,3001373582138.184
6765120.0,Mercury,67869925366.49619
6765120.0,Venus,107829062858.39178
6765120.0,Earth,150236592311.63382
6765120.0,Neptune,4558855920166.149
6765120.0, Mars,244827945049.12534
6765120.0,Saturn,1506452332221.8035
6765120.0,Jupiter,816147595667.4259
6765120.0,Uranus,3001373198129.722
6842880.0,Mercury,68211185884.626274
6842880.0,Venus,107814436180.57965
6842880.0,Earth,150199858527.59467
6842880.0,Neptune,4558855881330.638
6842880.0, Mars,244728034030.92664
6842880.0,Saturn,1506450606464.2944
6842880.0,Jupiter,816142619259.8677
6842880.0,Uranus,3001372809682.8765
6920640.0,Mercury,68520396764.43232
6920640.0,Venus,107800069152.37009
6920640.0,Earth,150162983294.11115
6920640.0,Neptune,4558855842051.442
6920640.0, Mars,244627101718.1312
6920640.0,Saturn,1506448861011.6475
6920640.0,Jupiter,816137586156.6876
6920640.0,Uranus,3001372416797.682
7007040.0,Mercury,68825913684.33951
7007040.0,Venus,107784423936.30882
7007040.0,Earth,150121856411.15244
7007040.0,Neptune,4558855797887.526
7007040.0, Mars,244513762546.0419
7007040.0,Saturn,1506446898521.744
7007040.0,Jupiter,816131927333.0125
7007040.0,Uranus,3001371975053.149
7084800.0,Mercury,69066420653.09433
7084800.0,Venus,107770638083.03468
7084800.0,Earth,150084711320.6864
7084800.0,Neptune,4558855757671.68
7084800.0, Mars,244410688168.09827
7084800.0,Saturn,1506445111493.573
7084800.0,Jupiter,816126774559.0753
7084800.0,Uranus,3001371572798.223
7162560.0,Mercury,69273967365.17589
7162560.0,Venus,107757140057.44467
7162560.0,Earth,150047451600.18582
7162560.0,Neptune,4558855717012.164
7162560.0, Mars,244306605836.96628
7162560.0,Saturn,1506443304773.2185
7162560.0,Jupiter,816121565108.5068
7162560.0,Uranus,3001371166105.059
7248960.0,Mercury,69465641565.0185
7248960.0,Venus,107742492749.79008
7248960.0,Earth,150005929134.12997
7248960.0,Neptune,4558855671314.576
7248960.0, Mars,244189782516.11798
7248960.0,Saturn,1506441274211.5886
7248960.0,Jupiter,816115710365.84
7248960.0,Uranus,3001370709018.4688
7335360.0,Mercury,69616167734.35681
7335360.0,Venus,107728226395.53984
7335360.0,Earth,149964288508.64847
7335360.0,Neptune,4558855625069.263
7335360.0, Mars,244071726412.8725
7335360.0,Saturn,1506439219341.1711
7335360.0,Jupiter,816109785668.5205
7335360.0,Uranus,3001370246452.668
7413120.0,Mercury,69716323722.0485
7413120.0,Venus,107715719858.26363
7413120.0,Earth,149926719933.4303
7413120.0,Neptune,4558855582980.183
7413120.0, Mars,243964426532.44598
7413120.0,Saturn,1506437349174.8884
7413120.0,Jupiter,816104393636.2722
7413120.0,Uranus,3001369825458.763
7499520.0,Mercury,69788207273.46864
